user_id,first_name,last_name,user_type,home_country,preferred_city_type,target_university,field_of_study,degree_level,intended_start_year,budget_range_aud,scholarship_interest,concern_visa,concern_accommodation,concern_safety,concern_academics,concern_career,concern_culture,preferred_language,accommodation_type,work_while_studying_interest
1094,Ananya,Wong,student,China,suburban,Australian National University,Computer Science,Master,2026,17590,1,0,0,1,0,0,0,Spanish,shared,1
1095,Hamza,Park,student,Australia,urban,University of Adelaide,Business Analytics,PhD,2026,37599,0,0,1,0,1,1,0,French,shared,0
1096,Hiroshi,Gomez,student,China,suburban,University of Adelaide,Business Analytics,Master,2026,37926,1,1,0,1,0,1,0,Spanish,shared,1
1097,Arjun,Malik,parent,Brazil,suburban,University of Western Australia,Psychology,Master,2026,36582,1,1,0,1,0,0,1,Indonesian,shared,0
1098,Kenji,Chen,parent,Vietnam,regional,University of Sydney,Mechanical Engineering,Bachelor,2027,49547,0,0,0,1,0,1,0,Mandarin,shared,0
1099,Sofia,Wong,parent,Nigeria,regional,University of Sydney,Business Analytics,PhD,2027,39607,0,1,1,0,0,0,0,French,private,1
1100,Ishaan,Chatterjee,student,UAE,urban,University of Adelaide,Finance,PhD,2026,20843,1,1,0,0,1,1,0,Hindi,dorm,1
1101,Kenji,Khan,student,UAE,urban,University of Adelaide,Computer Science,PhD,2026,54385,1,1,0,0,1,1,1,Japnese,shared,1
1102,Li,Gomez,student,Australia,regional,University of Melbourne,Mechanical Engineering,Bachelor,2026,20862,1,0,0,0,1,1,0,Indonesian,dorm,1
1103,Mathis,Iyer,student,Japan,regional,Monash University,Mechanical Engineering,Bachelor,2027,30942,1,0,0,1,1,0,0,Spanish,shared,1
1104,Abrar,Ahmed,student,Nigeria,urban,University of Western Australia,Business Analytics,PhD,2026,32642,1,0,1,1,1,0,0,English,private,0
1105,Sana,Patil,parent,China,urban,UNSW,Computer Science,Master,2027,36319,1,1,1,0,1,0,0,French,dorm,1
1106,Hiroshi,Silva,student,Vietnam,suburban,University of Melbourne,Computer Science,Bachelor,2027,45411,1,0,0,1,0,1,0,Mandarin,private,0
1107,Julien,Haddad,parent,Vietnam,regional,UNSW,Finance,PhD,2026,17653,1,0,0,1,1,1,1,Mandarin,private,0
1108,Sana,Garcia,student,Indonesia,regional,University of Adelaide,Business Analytics,PhD,2026,59179,1,1,1,0,1,1,0,Hindi,shared,1
1109,Zoya,Wei,student,India,regional,UNSW,Artificial Intelligence,Master,2026,47435,0,0,0,1,1,0,0,Spanish,shared,0
1110,Sofia,Gomez,parent,China,suburban,University of Adelaide,Data Science,PhD,2026,33664,0,1,1,1,1,1,1,Mandarin,private,0
1111,Priya,Chaudhary,student,India,urban,Australian National University,Data Science,Bachelor,2027,52450,0,1,0,1,0,0,1,French,dorm,1
1112,Mateo,Sharma,student,Australia,urban,University of Adelaide,Finance,Bachelor,2027,54964,1,1,0,0,1,1,1,Indonesian,shared,1
1113,Priya,Iqbal,student,Brazil,suburban,University of Queensland,Data Science,Bachelor,2027,54998,0,0,1,0,1,1,1,French,dorm,1
1114,Rohan,Haddad,student,China,urban,Australian National University,Finance,Bachelor,2026,19285,0,0,1,1,0,0,1,Japnese,private,0
1115,Clara,Malik,student,China,urban,Monash University,Psychology,Master,2027,44608,0,0,1,0,0,1,0,Hindi,private,0
1116,Aisha,Gomez,student,Indonesia,urban,University of Sydney,Finance,Bachelor,2026,20653,0,0,1,1,1,1,0,English,private,1
1117,Abrar,Chatterjee,student,China,regional,UNSW,Artificial Intelligence,PhD,2026,20413,1,0,0,1,1,1,1,French,dorm,0
1118,Ivan,Sharma,parent,Japan,suburban,University of Western Australia,Business Analytics,Bachelor,2027,18453,0,1,0,0,1,0,1,Mandarin,dorm,0
1119,Fatima,Gomez,parent,China,suburban,University of Adelaide,Finance,Master,2027,46828,1,1,1,1,0,1,1,Japnese,shared,1
1120,Sarvesh,Lefebvre,student,UAE,regional,Monash University,Artificial Intelligence,Master,2027,23482,0,1,1,1,1,0,1,French,dorm,0
1121,Kavya,Sato,student,Australia,urban,Monash University,Psychology,Master,2026,18714,1,0,1,1,0,1,1,Japnese,private,1
1122,Nusrat,Nguyen,student,China,suburban,University of Sydney,Mechanical Engineering,Master,2026,46335,1,0,1,1,0,1,1,Japnese,private,1
1123,Mei,Dubois,parent,Brazil,urban,University of Melbourne,Computer Science,PhD,2026,41183,0,1,0,0,0,1,1,Indonesian,private,0
1124,Ananya,Wong,student,Vietnam,regional,University of Queensland,Finance,PhD,2027,34797,1,1,1,0,1,0,1,English,private,1
1125,Ishaan,Smirnov,student,Vietnam,urban,University of Western Australia,Data Science,Master,2026,49669,1,0,0,1,0,1,0,Indonesian,private,0
1126,Bilal,Silva,student,Nigeria,regional,University of Queensland,Business Analytics,Bachelor,2026,26369,0,0,1,1,1,1,0,Hindi,dorm,0
1127,Zoya,Moreau,parent,Japan,urban,University of Sydney,Business Analytics,Master,2027,32385,0,1,1,1,1,0,0,Spanish,shared,0
1128,Bilal,Lefebvre,student,UAE,suburban,University of Western Australia,Mechanical Engineering,Bachelor,2026,38197,1,1,1,1,1,1,1,Indonesian,dorm,0
1129,Priya,Iqbal,student,India,regional,University of Queensland,Computer Science,Master,2027,25222,1,0,0,1,1,0,1,Indonesian,shared,1
1130,Sana,Bakare,student,Japan,regional,Australian National University,Data Science,PhD,2026,59734,0,0,0,0,0,0,0,Spanish,shared,0
1131,Arjun,Dubois,parent,Brazil,suburban,University of Melbourne,Mechanical Engineering,Bachelor,2027,48386,0,0,0,1,0,1,1,English,dorm,1
1132,Kavya,Haddad,parent,Australia,regional,University of Sydney,Computer Science,PhD,2026,45314,1,1,1,1,0,0,0,Indonesian,shared,0
1133,Amara,Wei,student,Japan,suburban,University of Adelaide,Data Science,Bachelor,2027,18024,0,0,0,0,0,1,0,Indonesian,shared,1
1134,Mathis,Kumar,student,India,suburban,Monash University,Computer Science,PhD,2027,16737,1,1,0,1,1,0,1,Indonesian,shared,0
1135,Sarvesh,Bakare,parent,UAE,regional,University of Sydney,Computer Science,PhD,2026,38322,0,0,0,0,1,1,1,Hindi,private,1
1136,Amara,Chatterjee,parent,China,regional,UNSW,Finance,Master,2027,22171,1,0,1,1,0,1,1,Japnese,private,0
1137,Elena,Park,parent,Nigeria,urban,University of Adelaide,Computer Science,Bachelor,2027,24190,0,0,0,0,0,1,1,Mandarin,private,1
1138,Diego,Nguyen,student,Vietnam,suburban,UNSW,Mechanical Engineering,PhD,2027,33798,1,0,0,0,0,0,1,Indonesian,private,1
1139,Sarvesh,Bakare,parent,Japan,suburban,Australian National University,Business Analytics,Master,2027,56405,1,1,0,1,0,1,1,Japnese,dorm,1
1140,Amira,Müller,student,China,suburban,University of Melbourne,Business Analytics,Bachelor,2027,21643,0,0,1,0,0,1,1,French,private,0
1141,Hamza,Silva,parent,Nigeria,regional,University of Queensland,Finance,PhD,2026,58782,1,1,0,0,0,1,0,French,shared,0
1142,Rohan,Chen,student,Indonesia,suburban,Monash University,Business Analytics,Bachelor,2027,40549,1,0,0,0,0,0,1,Hindi,dorm,0
1143,Clara,Smirnov,student,Japan,urban,Monash University,Data Science,Master,2027,44080,1,0,1,0,0,0,0,Mandarin,private,1
1144,Arjun,Khan,student,Vietnam,regional,Australian National University,Business Analytics,Master,2026,35566,0,0,1,1,1,1,0,Mandarin,private,1
1145,Yuki,Suzuki,student,India,suburban,UNSW,Mechanical Engineering,PhD,2027,44062,1,0,1,0,0,1,1,Indonesian,dorm,0
1146,Omar,Iyer,student,Australia,urban,Australian National University,Mechanical Engineering,Bachelor,2026,51896,0,0,1,0,0,1,1,Mandarin,private,1
1147,Sarvesh,Malik,student,Australia,suburban,Monash University,Psychology,PhD,2027,45773,0,1,1,0,0,1,1,English,dorm,0
1148,Tanvir,Suzuki,student,Indonesia,urban,Monash University,Artificial Intelligence,Bachelor,2027,50312,1,0,1,0,0,0,1,Hindi,private,1
1149,Amira,Chen,parent,Brazil,suburban,UNSW,Business Analytics,PhD,2027,53535,1,1,1,1,0,1,1,French,dorm,0
1150,Mathis,Moreau,student,Nigeria,suburban,Monash University,Business Analytics,PhD,2027,56100,1,0,0,0,0,0,1,Japnese,dorm,1
1151,Kenji,Iyer,parent,Australia,suburban,Australian National University,Finance,PhD,2026,47656,0,0,0,0,0,1,1,French,shared,1
1152,Saanvi,Kumar,student,Vietnam,regional,University of Sydney,Psychology,Bachelor,2026,48484,1,1,1,1,1,0,1,Indonesian,dorm,0
1153,Ananya,Siddiqui,student,UAE,regional,University of Queensland,Data Science,Master,2026,37435,0,1,0,0,0,0,0,French,dorm,0
1154,Hiroshi,Lefebvre,student,Nigeria,urban,University of Melbourne,Computer Science,PhD,2026,32920,1,1,1,0,0,0,1,Mandarin,dorm,1
1155,Saanvi,Smirnov,parent,Vietnam,suburban,University of Western Australia,Finance,Master,2026,40416,1,0,0,1,1,0,1,Spanish,private,0
1156,Saanvi,Mansoor,student,China,regional,Australian National University,Finance,PhD,2026,25808,1,0,0,0,0,1,0,Japnese,shared,1
1157,Nina,Kumar,student,Nigeria,suburban,University of Sydney,Mechanical Engineering,Bachelor,2027,52728,0,0,0,1,0,1,1,Japnese,shared,1
1158,Sarvesh,Mansoor,student,Indonesia,urban,University of Western Australia,Computer Science,Master,2027,42820,0,1,0,0,0,1,0,English,dorm,1
1159,Omar,Smirnov,student,India,regional,University of Sydney,Psychology,Master,2026,43484,1,0,1,1,1,0,1,Spanish,shared,0
1160,Kavya,Smirnov,student,China,suburban,University of Queensland,Business Analytics,PhD,2027,30618,1,1,0,0,1,0,0,Indonesian,private,1
1161,Sumaiya,Khan,parent,Japan,suburban,UNSW,Computer Science,Bachelor,2027,35080,0,0,0,1,0,0,0,Mandarin,private,1
1162,Julien,Chatterjee,student,Vietnam,urban,Australian National University,Finance,PhD,2026,34397,0,1,1,0,0,0,0,French,private,1
1163,Suresh,Kumar,student,Nigeria,regional,University of Western Australia,Psychology,Master,2026,58523,1,1,1,1,0,0,0,Spanish,dorm,0
1164,Sarvesh,Lefebvre,parent,UAE,urban,University of Western Australia,Finance,PhD,2026,51357,1,1,0,0,1,1,0,English,shared,1
1165,Abrar,Dubois,student,China,suburban,University of Queensland,Mechanical Engineering,PhD,2027,31439,1,1,1,0,1,1,1,Spanish,shared,1
1166,Abrar,Garcia,parent,Indonesia,urban,University of Adelaide,Artificial Intelligence,Master,2027,55197,0,1,0,1,1,1,0,Indonesian,private,0
1167,Tanvir,Wei,student,Nigeria,suburban,University of Sydney,Data Science,Master,2027,24584,1,0,0,1,0,0,0,Mandarin,private,1
1168,Mei,Haddad,parent,Vietnam,urban,University of Adelaide,Artificial Intelligence,Bachelor,2026,41285,0,0,0,0,0,1,0,Spanish,shared,1
1169,Nina,Müller,student,Vietnam,regional,University of Adelaide,Mechanical Engineering,Master,2027,57909,1,1,1,1,0,1,1,Japnese,shared,1
1170,Kavya,Smirnov,parent,Vietnam,urban,University of Western Australia,Artificial Intelligence,PhD,2027,34915,1,1,1,1,0,1,0,Indonesian,private,0
1171,Sofia,Hossain,student,Indonesia,suburban,Australian National University,Mechanical Engineering,PhD,2027,49263,1,0,1,1,0,1,0,Japnese,private,1
1172,Saanvi,Sato,student,UAE,regional,University of Queensland,Psychology,Master,2027,33096,1,0,1,0,0,1,1,English,shared,0
1173,Arjun,Dubois,student,China,regional,University of Sydney,Mechanical Engineering,PhD,2026,43227,1,1,1,0,0,1,0,Indonesian,dorm,0
1174,Li,Gomez,student,Indonesia,regional,University of Queensland,Artificial Intelligence,PhD,2026,42201,0,1,0,1,0,0,1,English,private,0
1175,Amara,Das,student,Vietnam,suburban,University of Sydney,Mechanical Engineering,Master,2027,26537,0,1,0,0,1,1,1,Japnese,shared,0
1176,Fatima,Smirnov,student,Vietnam,urban,University of Sydney,Finance,Master,2026,57261,0,0,0,0,0,1,0,Japnese,shared,0
1177,Priya,Tanaka,student,India,regional,University of Western Australia,Data Science,PhD,2026,55489,0,0,0,1,0,1,0,French,dorm,1
1178,Hans,Iqbal,parent,Brazil,regional,University of Queensland,Finance,Master,2026,34812,1,1,0,1,1,0,1,Indonesian,private,0
1179,Kenji,Gomez,parent,Australia,suburban,University of Melbourne,Business Analytics,Master,2026,30903,0,0,1,1,0,0,1,Hindi,private,0
1180,Clara,Malik,parent,Australia,urban,Monash University,Finance,PhD,2026,41726,0,1,0,1,0,1,1,Spanish,shared,0
1181,Aisha,Iqbal,student,UAE,regional,Australian National University,Data Science,Master,2027,57222,1,0,0,1,1,1,1,Japnese,private,1
1182,Zaid,Müller,student,India,urban,University of Queensland,Finance,Bachelor,2027,16229,1,1,0,1,0,1,1,Japnese,private,1
1183,Hiroshi,Moreau,student,Indonesia,suburban,University of Adelaide,Mechanical Engineering,Master,2027,51996,0,1,1,1,0,1,0,Mandarin,private,1
1184,Julien,Wong,parent,Vietnam,urban,University of Queensland,Data Science,Master,2027,15284,1,1,1,1,0,0,1,English,dorm,0
1185,Tanvir,Gomez,student,Australia,urban,University of Queensland,Business Analytics,Bachelor,2026,45346,1,0,1,0,0,1,0,Hindi,shared,0
1186,Kavya,Haddad,student,Japan,regional,Australian National University,Business Analytics,PhD,2027,34188,1,0,1,1,0,0,0,Spanish,dorm,0
1187,Hamza,Chatterjee,student,China,regional,University of Adelaide,Finance,PhD,2027,58960,0,1,0,0,0,1,1,Japnese,private,0
1188,Ananya,Müller,parent,India,suburban,University of Queensland,Artificial Intelligence,Master,2026,22510,1,0,1,0,1,1,0,Hindi,private,0
1189,Nusrat,Khan,student,Australia,regional,Monash University,Artificial Intelligence,Master,2027,24637,1,1,0,0,1,0,0,Mandarin,shared,0
1190,Rohan,Hossain,student,Vietnam,urban,University of Queensland,Mechanical Engineering,Master,2026,19687,1,0,1,0,1,1,0,Mandarin,dorm,1
1191,Arjun,Rahman,student,Indonesia,urban,University of Western Australia,Psychology,Master,2027,52151,1,0,1,1,0,1,0,Indonesian,dorm,0
1192,Priya,Siddiqui,student,Australia,suburban,Monash University,Artificial Intelligence,Master,2027,43358,1,1,1,1,0,0,1,Spanish,shared,0
1193,Diego,Das,student,UAE,suburban,University of Melbourne,Business Analytics,PhD,2026,23407,1,0,1,0,1,0,1,English,dorm,1
1194,Jueqing,Smirnov,parent,Vietnam,urban,University of Sydney,Finance,Bachelor,2026,47590,1,0,0,1,0,1,1,Mandarin,dorm,1
1195,Jueqing,Wong,student,India,urban,University of Sydney,Finance,Master,2026,37736,1,1,0,0,1,0,1,Mandarin,dorm,0
1196,Bilal,Wong,student,Japan,regional,University of Sydney,Data Science,PhD,2026,32779,1,0,1,0,1,0,0,Hindi,dorm,1
1197,Tanvir,Chatterjee,student,Australia,regional,University of Queensland,Artificial Intelligence,Master,2027,52009,1,0,1,1,1,0,1,Mandarin,dorm,1
1198,Chloé,Haddad,student,Brazil,suburban,University of Sydney,Artificial Intelligence,PhD,2027,59062,0,0,0,1,1,1,1,French,dorm,1
1199,Kavya,Haddad,parent,Australia,suburban,University of Sydney,Business Analytics,Master,2026,57096,1,1,1,1,1,0,1,Spanish,shared,0
1200,Elena,Sato,student,Indonesia,urban,University of Western Australia,Finance,Master,2026,34588,1,0,1,0,0,0,0,Spanish,private,0
1201,Omar,Hossain,parent,Indonesia,regional,Australian National University,Computer Science,PhD,2026,19568,1,0,0,1,0,0,0,French,private,1
1202,Léa,Ahmed,student,India,regional,University of Sydney,Mechanical Engineering,Master,2027,23839,0,0,1,1,0,1,1,English,shared,1
1203,Fatima,Das,parent,UAE,suburban,University of Melbourne,Computer Science,Bachelor,2026,25419,0,0,0,0,1,1,1,Japnese,private,0
1204,Mei,Al-Farsi,student,Australia,urban,Monash University,Data Science,Master,2026,42359,1,0,1,0,0,1,1,French,private,1
1205,Jueqing,Mansoor,student,India,urban,Monash University,Artificial Intelligence,PhD,2027,20032,0,0,0,0,1,1,1,Japnese,dorm,1
1206,Aisha,Chaudhary,student,Indonesia,regional,University of Western Australia,Data Science,Master,2026,35314,0,0,1,0,1,0,1,Indonesian,dorm,0
1207,Léa,Park,student,Japan,suburban,University of Sydney,Mechanical Engineering,Master,2026,55431,0,1,0,1,1,0,1,English,dorm,0
1208,Yuki,Hossain,student,India,regional,Australian National University,Data Science,Bachelor,2027,29146,0,0,1,0,1,1,1,Indonesian,private,0
1209,Sumaiya,Garcia,student,Brazil,regional,University of Melbourne,Mechanical Engineering,Bachelor,2027,31037,0,0,0,1,0,1,1,Mandarin,private,0
1210,Arjun,Park,student,Indonesia,urban,University of Adelaide,Finance,Master,2027,32495,0,0,1,1,0,1,1,Indonesian,shared,1
1211,Lucas,Suzuki,parent,Indonesia,urban,Monash University,Psychology,PhD,2026,58180,0,0,1,1,0,0,1,Japnese,private,1
1212,Saanvi,Hossain,student,Australia,suburban,University of Melbourne,Artificial Intelligence,Bachelor,2026,59814,1,1,1,1,1,0,0,Indonesian,dorm,0
1213,Jueqing,Kumar,student,Nigeria,urban,University of Sydney,Psychology,Master,2026,58656,1,0,0,0,1,0,0,English,private,1
1214,Ji-won,Tanaka,parent,India,regional,University of Western Australia,Artificial Intelligence,Bachelor,2026,53490,1,0,0,1,0,0,0,Japnese,shared,1
1215,Zoya,Patil,student,Brazil,urban,University of Sydney,Data Science,PhD,2027,38124,0,0,0,0,0,0,0,French,private,1
1216,Mei,Chaudhary,student,Japan,urban,UNSW,Computer Science,Master,2027,31300,0,1,0,0,1,0,0,Japnese,dorm,0
1217,Hans,Smirnov,parent,China,suburban,University of Western Australia,Psychology,Master,2027,21848,0,1,1,0,0,0,1,Spanish,dorm,0
1218,Mateo,Olsen,student,Vietnam,suburban,University of Sydney,Business Analytics,Bachelor,2027,32744,0,0,0,1,1,0,0,Hindi,private,1
1219,Ishaan,Müller,student,India,urban,University of Queensland,Data Science,Bachelor,2027,33643,1,0,0,0,1,0,1,Hindi,shared,0
1220,Li,Al-Farsi,student,China,urban,Australian National University,Business Analytics,Master,2027,25282,0,0,1,0,0,1,1,Mandarin,dorm,0
1221,Arjun,Chaudhary,parent,Indonesia,regional,University of Western Australia,Artificial Intelligence,Master,2027,50452,1,1,0,0,0,1,1,Spanish,shared,1
1222,Yuki,Chen,student,UAE,urban,UNSW,Mechanical Engineering,PhD,2026,41839,1,1,1,1,0,0,0,Mandarin,private,0
1223,Sumaiya,Wei,student,India,regional,Monash University,Data Science,PhD,2027,29200,0,0,1,0,0,1,0,English,shared,0
1224,Lucas,Iyer,parent,Australia,suburban,Australian National University,Computer Science,PhD,2027,19414,0,1,1,1,0,0,0,French,private,1
1225,Lucas,Wei,parent,India,urban,Monash University,Computer Science,PhD,2027,42164,1,0,0,0,0,0,1,Japnese,dorm,0
1226,Sana,Suzuki,parent,India,regional,UNSW,Data Science,Master,2026,50230,0,0,0,1,0,0,1,Spanish,shared,0
1227,Julien,Wei,student,Japan,urban,University of Sydney,Finance,Bachelor,2026,30040,0,0,1,0,1,0,1,Indonesian,dorm,1
1228,Mathis,Dubois,student,Brazil,urban,University of Melbourne,Data Science,Bachelor,2027,37256,0,0,1,0,1,1,1,Spanish,dorm,1
1229,Mei,Malik,student,Brazil,urban,University of Sydney,Mechanical Engineering,Master,2027,15120,0,0,0,1,0,0,0,French,dorm,0
1230,Ananya,Al-Farsi,student,UAE,regional,University of Sydney,Artificial Intelligence,Bachelor,2027,21188,1,1,1,0,1,0,0,Indonesian,dorm,0
1231,Clara,Lefebvre,student,Indonesia,urban,University of Melbourne,Artificial Intelligence,Master,2027,32958,0,1,0,0,0,0,0,English,private,0
1232,Kenji,Iqbal,parent,Nigeria,suburban,UNSW,Business Analytics,Bachelor,2027,27906,1,1,0,0,0,1,1,Hindi,shared,0
1233,Zane,Mansoor,student,Japan,urban,University of Western Australia,Finance,PhD,2026,50857,0,1,0,0,1,1,0,Spanish,private,0
1234,Rohan,Wong,student,India,urban,University of Queensland,Artificial Intelligence,PhD,2026,57155,0,1,0,1,0,0,0,Mandarin,private,0
1235,Li,Malik,student,Vietnam,urban,University of Adelaide,Finance,Bachelor,2027,55259,1,1,1,1,0,0,0,Spanish,shared,0
1236,Priya,Lefebvre,parent,India,regional,University of Adelaide,Artificial Intelligence,PhD,2027,23963,1,1,1,1,1,0,0,Indonesian,shared,0
1237,Julien,Moreau,parent,Nigeria,regional,Monash University,Business Analytics,Master,2026,26786,0,0,0,1,1,0,0,Japnese,shared,1
1238,Zoya,Haddad,student,Nigeria,regional,Monash University,Artificial Intelligence,PhD,2027,47884,0,1,1,0,0,0,1,Hindi,private,0
1239,Sofia,Hossain,parent,India,suburban,Australian National University,Data Science,Bachelor,2026,30006,1,0,1,0,1,1,1,Japnese,private,0
1240,Julien,Malik,student,Australia,suburban,University of Adelaide,Artificial Intelligence,Bachelor,2027,48443,1,1,0,1,1,0,0,Spanish,dorm,0
1241,Trang,Rahman,student,Brazil,urban,Australian National University,Psychology,Bachelor,2026,26281,0,1,0,1,1,1,1,Indonesian,shared,1
1242,Julien,Chen,parent,UAE,urban,UNSW,Business Analytics,PhD,2026,58504,0,0,1,0,0,1,1,English,shared,1
1243,Nusrat,Kumar,student,China,suburban,University of Adelaide,Computer Science,PhD,2027,21782,1,1,1,1,0,0,1,Spanish,private,0
1244,Ji-won,Sharma,student,Indonesia,regional,University of Queensland,Data Science,PhD,2027,39539,1,1,1,0,0,1,1,Indonesian,dorm,1
1245,Kenji,Chen,student,Indonesia,regional,UNSW,Artificial Intelligence,Master,2027,48275,1,0,0,1,1,1,0,Japnese,private,1
1246,Arjun,Patil,student,UAE,suburban,University of Adelaide,Psychology,Master,2027,41665,0,0,1,0,0,1,0,Spanish,dorm,0
1247,Rohan,Rossi,student,Vietnam,regional,University of Sydney,Finance,Bachelor,2026,19200,1,0,1,1,1,1,0,Hindi,dorm,0
1248,Saanvi,Rahman,student,Brazil,regional,Monash University,Psychology,Bachelor,2026,22138,1,0,0,1,0,1,1,Spanish,dorm,0
1249,Zoya,Sato,student,Indonesia,urban,University of Queensland,Business Analytics,PhD,2026,54588,0,1,1,1,0,0,0,Mandarin,shared,1
1250,Hans,Park,parent,Nigeria,urban,University of Adelaide,Computer Science,Bachelor,2027,30111,1,0,1,1,1,1,1,Spanish,dorm,1
1251,Lucas,Chen,student,Australia,suburban,UNSW,Artificial Intelligence,Master,2026,18717,0,0,1,0,0,1,0,Indonesian,private,0
1252,Ji-won,Patil,student,Australia,suburban,University of Western Australia,Business Analytics,Bachelor,2027,48307,1,0,0,1,1,1,0,Mandarin,dorm,0
1253,Léa,Hernandez,student,UAE,urban,University of Queensland,Computer Science,Bachelor,2026,48977,1,1,0,0,0,1,0,Indonesian,dorm,1
1254,Abrar,Lefebvre,parent,UAE,suburban,University of Western Australia,Artificial Intelligence,Master,2026,59835,0,1,1,1,1,1,1,English,shared,0
1255,Lucas,Mansoor,student,China,regional,University of Queensland,Data Science,PhD,2026,59021,0,1,0,0,1,0,1,Spanish,dorm,1
1256,Chloé,Kumar,parent,Nigeria,suburban,University of Western Australia,Computer Science,PhD,2026,35856,0,0,0,1,1,1,0,English,private,0
1257,Zane,Lefebvre,student,Indonesia,urban,University of Queensland,Finance,PhD,2027,59446,0,1,1,1,0,1,1,English,dorm,1
1258,Sarvesh,Iyer,student,Japan,suburban,Monash University,Finance,PhD,2027,32275,1,1,1,0,0,1,0,Japnese,shared,0
1259,Li,Rahman,student,India,regional,University of Melbourne,Computer Science,PhD,2027,22866,1,1,0,0,1,1,0,Indonesian,shared,1
1260,Fatima,Patil,parent,Australia,regional,University of Western Australia,Finance,Bachelor,2027,48488,1,0,0,0,0,0,0,Spanish,private,1
1261,Arjun,Wong,student,Australia,regional,University of Queensland,Business Analytics,Bachelor,2026,30934,0,0,1,1,0,0,1,English,dorm,1
1262,Tanvir,Rossi,student,Vietnam,regional,UNSW,Finance,Master,2026,38868,0,0,0,0,0,1,1,Japnese,private,0
1263,Julien,Mansoor,student,Japan,regional,University of Adelaide,Business Analytics,Master,2026,30997,0,1,0,0,1,1,1,Spanish,private,0
1264,Lucas,Malik,student,Japan,regional,Australian National University,Business Analytics,Master,2026,55206,1,0,0,1,1,1,1,Japnese,dorm,1
1265,Hamza,Lefebvre,parent,Nigeria,urban,University of Melbourne,Finance,PhD,2027,25638,1,0,1,0,0,0,0,Japnese,shared,0
1266,Elena,Kumar,student,Brazil,suburban,University of Queensland,Business Analytics,PhD,2026,56284,1,0,0,0,1,1,0,French,shared,1
1267,Lucas,Rahman,student,Vietnam,regional,University of Western Australia,Artificial Intelligence,PhD,2026,33043,0,0,1,1,0,0,0,Hindi,private,1
1268,Chloé,Rossi,student,China,suburban,Australian National University,Computer Science,Master,2026,26488,1,0,1,0,0,1,1,Spanish,shared,0
1269,Hans,Malik,parent,Brazil,regional,University of Western Australia,Artificial Intelligence,PhD,2026,58116,1,0,0,0,1,1,1,Hindi,private,0
1270,Sofia,Park,student,Brazil,urban,UNSW,Computer Science,PhD,2026,20642,1,0,0,1,0,0,0,French,dorm,1
1271,Ivan,Patil,parent,UAE,suburban,University of Adelaide,Psychology,PhD,2027,57417,1,1,0,0,1,0,1,Indonesian,dorm,1
1272,Mathis,Chen,student,Nigeria,urban,University of Melbourne,Computer Science,Master,2026,42029,0,1,1,1,1,1,1,French,private,0
1273,Ishaan,Hernandez,parent,UAE,regional,University of Queensland,Artificial Intelligence,Bachelor,2026,51821,1,1,0,1,0,0,0,Spanish,dorm,1
1274,Nusrat,Kim,student,Japan,regional,University of Adelaide,Psychology,Master,2026,45244,0,1,0,1,0,1,0,English,dorm,0
1275,Sarvesh,Sharma,student,Brazil,regional,University of Adelaide,Computer Science,PhD,2027,25785,1,0,1,0,0,1,1,Spanish,shared,0
1276,Saanvi,Park,student,Indonesia,regional,University of Western Australia,Finance,Master,2027,20771,1,0,1,0,0,1,0,French,private,1
1277,Nina,Das,student,Japan,suburban,Monash University,Computer Science,PhD,2027,28314,1,0,1,0,0,0,1,Mandarin,private,1
1278,Rohan,Kim,student,Brazil,suburban,University of Western Australia,Computer Science,PhD,2026,27954,0,0,1,0,0,1,0,Japnese,private,0
1279,Sana,Tanaka,student,Brazil,regional,University of Sydney,Artificial Intelligence,Bachelor,2027,19777,0,0,1,0,1,0,1,Indonesian,private,1
1280,Aisha,Rahman,parent,Brazil,urban,Monash University,Finance,Master,2026,40708,0,1,1,0,1,1,0,Indonesian,private,1
1281,Nusrat,Chen,parent,UAE,urban,UNSW,Finance,PhD,2027,55703,0,0,0,1,1,1,1,Hindi,dorm,0
1282,Zane,Müller,parent,China,urban,University of Melbourne,Computer Science,PhD,2027,47847,0,0,0,1,1,1,1,Mandarin,private,1
1283,Abrar,Iyer,parent,Australia,regional,Australian National University,Data Science,Master,2027,49043,0,1,0,0,1,0,0,Hindi,shared,0
1284,Priya,Rossi,parent,Vietnam,regional,UNSW,Data Science,PhD,2027,40876,0,1,0,0,1,0,1,Spanish,private,1
1285,Hiroshi,Kumar,parent,Brazil,suburban,University of Queensland,Mechanical Engineering,Bachelor,2026,20833,1,1,1,1,1,1,1,Mandarin,shared,0
1286,Elena,Al-Farsi,parent,Australia,suburban,Monash University,Data Science,PhD,2027,40429,0,1,0,1,1,1,1,Japnese,private,1
1287,Amara,Lefebvre,student,Indonesia,suburban,UNSW,Mechanical Engineering,PhD,2027,42739,1,1,0,1,1,0,0,Japnese,dorm,1
1288,Trang,Sato,student,Vietnam,regional,University of Western Australia,Psychology,PhD,2026,26914,1,0,1,0,1,0,0,Japnese,shared,1
1289,Fatima,Chaudhary,student,Australia,regional,University of Queensland,Artificial Intelligence,Bachelor,2026,31761,1,0,1,1,0,0,1,French,shared,1
1290,Nina,Ahmed,student,Brazil,urban,University of Sydney,Artificial Intelligence,PhD,2027,45727,0,1,1,0,1,1,1,Hindi,shared,0
