mentor_id,first_name,last_name,mentor_type,university,field_of_study,degree_level,years_in_country,visa_experience,housing_experience,cultural_adaptation_experience,career_guidance_experience,languages_spoken,availability_hours_per_week,sessions_completed,response_time_hours,graduation_year,mentor_rating
437,Nusrat,Gomez,student,UNSW,Data Science,Master,14,1,1,1,1,"English,Hindi",3,152,44,NULL,4.6
438,Sumaiya,Nguyen,student,UNSW,Mechanical Engineering,PhD,15,0,0,1,0,English,14,92,4,NULL,3.6
439,Diego,Moreau,student,University of Western Australia,Psychology,Bachelor,5,1,1,0,1,"English,Hindi",18,52,36,NULL,4.2
440,Li,Ahmed,student,Australian National University,Artificial Intelligence,Master,13,0,1,1,1,"English,Hindi",14,114,28,NULL,4.4
441,Suresh,Silva,student,Australian National University,Mechanical Engineering,Master,5,0,1,0,1,"English,Japnese",15,106,46,NULL,5.0
442,Amara,Tanaka,student,University of Western Australia,Computer Science,Master,9,1,1,1,0,"English,Japnese",2,46,8,NULL,4.5
443,Mei,Khan,student,University of Sydney,Business Analytics,Master,11,1,1,0,1,"English,Hindi",18,5,5,NULL,4.6
444,Diego,Smirnov,student,University of Western Australia,Data Science,Master,7,1,1,0,1,"English,Hindi",3,143,18,NULL,4.3
445,Zoya,Al-Farsi,student,University of Sydney,Business Analytics,Bachelor,9,0,1,1,1,English,12,133,19,NULL,4.0
446,Hiroshi,Park,student,UNSW,Artificial Intelligence,PhD,14,0,1,1,0,"English,Spanish",7,114,34,NULL,3.7
447,Hiroshi,Rahman,student,University of Queensland,Data Science,Bachelor,1,1,0,0,1,"English,Mandarin",16,9,16,NULL,4.3
448,Amira,Al-Farsi,student,University of Sydney,Psychology,Bachelor,13,1,0,0,0,English,14,177,8,NULL,4.2
449,Nina,Tanaka,student,University of Western Australia,Computer Science,Master,12,0,1,1,0,"English,Hindi",9,67,9,NULL,4.6
450,Yuki,Olsen,student,University of Western Australia,Finance,Master,7,1,1,1,0,"English,Mandarin",4,32,10,NULL,4.8
451,Priya,Sharma,student,Monash University,Psychology,Bachelor,3,1,1,0,1,"English,Hindi",4,92,36,NULL,3.7
452,Zoya,Iyer,student,Australian National University,Finance,PhD,4,1,0,0,0,"English,French",8,63,26,NULL,4.3
453,Mathis,Ahmed,student,University of Adelaide,Computer Science,PhD,2,0,0,1,1,"English,Hindi",8,24,29,NULL,4.4
454,Yuki,Suzuki,student,UNSW,Data Science,Bachelor,14,1,0,0,0,"English,Spanish",3,61,24,NULL,4.2
455,Nina,Suzuki,student,University of Sydney,Computer Science,Bachelor,8,1,0,0,0,"English,Mandarin",20,149,8,NULL,4.1
456,Hans,Rossi,student,University of Adelaide,Finance,Bachelor,14,0,0,0,0,English,16,191,25,NULL,4.5
457,Clara,Siddiqui,student,University of Queensland,Finance,Bachelor,11,0,1,1,0,"English,Spanish",2,180,35,NULL,4.1
458,Priya,Wei,student,University of Western Australia,Psychology,Master,4,1,1,0,1,"English,French",8,143,28,NULL,3.8
459,Chloé,Al-Farsi,student,Monash University,Psychology,Master,2,0,0,1,1,"English,Hindi",1,150,37,NULL,4.9
460,Kavya,Rossi,student,University of Adelaide,Psychology,Bachelor,1,0,0,1,0,"English,Mandarin",3,68,33,NULL,3.5
461,Hiroshi,Garcia,student,University of Sydney,Mechanical Engineering,Master,4,1,1,1,0,"English,Japnese",6,159,44,NULL,4.6
462,Jueqing,Chatterjee,student,University of Queensland,Mechanical Engineering,Master,2,0,0,0,1,"English,Hindi",16,31,29,NULL,4.7
463,Sumaiya,Siddiqui,student,University of Sydney,Finance,PhD,9,0,1,0,1,"English,Hindi",7,131,14,NULL,4.9
464,Ji-won,Chen,student,University of Queensland,Artificial Intelligence,Master,14,1,1,0,1,"English,Indonesian",7,117,4,NULL,4.7
465,Sana,Silva,student,Monash University,Computer Science,PhD,1,0,0,1,0,"English,Spanish",1,50,3,NULL,3.9
466,Saanvi,Sharma,student,University of Melbourne,Computer Science,PhD,3,1,0,0,1,"English,Japnese",20,55,20,NULL,4.3
467,Jueqing,Lefebvre,student,University of Queensland,Data Science,PhD,5,1,0,1,1,"English,Mandarin",20,46,33,NULL,3.9
468,Zane,Tanaka,student,University of Sydney,Data Science,Master,9,1,0,0,1,English,9,167,17,NULL,3.8
469,Abrar,Patil,student,UNSW,Finance,Master,3,0,0,1,1,English,3,57,5,NULL,4.8
470,Fatima,Gomez,student,University of Western Australia,Data Science,Bachelor,6,1,1,1,0,English,4,52,15,NULL,3.7
471,Omar,Rossi,student,University of Sydney,Finance,PhD,15,1,0,1,1,"English,Indonesian",12,118,12,NULL,4.6
472,Zoya,Das,student,University of Sydney,Artificial Intelligence,PhD,2,1,1,0,0,"English,Mandarin",9,50,36,NULL,4.0
473,Zoya,Moreau,student,University of Sydney,Artificial Intelligence,Bachelor,6,1,0,1,1,"English,Indonesian",11,132,10,NULL,4.0
474,Trang,Patil,student,UNSW,Psychology,Master,4,0,1,0,0,"English,Hindi",5,200,46,NULL,3.6
475,Zoya,Suzuki,student,University of Western Australia,Artificial Intelligence,PhD,13,1,1,1,0,"English,Hindi",4,132,40,NULL,3.9
476,Sana,Olsen,student,UNSW,Psychology,Bachelor,12,1,1,1,1,English,17,104,11,NULL,4.3
477,Sumaiya,Hernandez,student,Monash University,Data Science,Master,10,1,1,1,1,"English,Mandarin",11,166,1,NULL,5.0
478,Rohan,Mansoor,student,University of Queensland,Mechanical Engineering,Master,9,1,0,0,1,"English,French",18,31,28,NULL,5.0
479,Amira,Mansoor,student,Australian National University,Artificial Intelligence,Master,2,1,1,0,1,"English,Mandarin",8,164,27,NULL,4.6
480,Mathis,Chaudhary,student,Australian National University,Computer Science,Bachelor,6,0,1,0,0,"English,Japnese",11,190,31,NULL,3.7
481,Omar,Ahmed,student,Australian National University,Mechanical Engineering,Master,5,0,1,0,1,"English,French",2,92,29,NULL,4.9
482,Ivan,Silva,student,UNSW,Mechanical Engineering,Master,3,1,1,0,0,"English,Spanish",7,163,17,NULL,3.7
483,Omar,Malik,student,UNSW,Finance,Master,2,1,1,1,1,"English,French",1,193,1,NULL,4.9
484,Priya,Patil,student,University of Western Australia,Finance,PhD,3,1,1,1,1,"English,French",4,167,43,NULL,4.9
485,Diego,Chatterjee,student,UNSW,Artificial Intelligence,PhD,1,1,0,0,0,"English,Indonesian",19,192,43,NULL,4.0
486,Suresh,Lefebvre,student,University of Western Australia,Data Science,PhD,4,0,1,0,0,"English,Mandarin",18,14,16,NULL,4.3
487,Trang,Olsen,student,University of Western Australia,Psychology,Master,5,1,1,0,0,"English,Indonesian",3,84,25,NULL,3.6
488,Zane,Smirnov,student,University of Adelaide,Business Analytics,PhD,14,0,1,0,1,"English,Mandarin",12,18,45,NULL,4.6
489,Priya,Park,student,University of Melbourne,Mechanical Engineering,Master,3,0,1,1,0,"English,Spanish",15,151,38,NULL,4.4
490,Rohan,Tanaka,student,University of Adelaide,Artificial Intelligence,Master,13,1,0,0,1,English,17,141,27,NULL,4.3
491,Diego,Das,student,UNSW,Artificial Intelligence,PhD,8,0,0,0,1,English,12,41,4,NULL,4.3
492,Hamza,Olsen,student,University of Queensland,Artificial Intelligence,Master,14,1,1,0,1,"English,Indonesian",19,3,31,NULL,3.9
493,Li,Malik,student,University of Western Australia,Data Science,Master,11,1,1,1,1,"English,Indonesian",14,101,39,NULL,4.2
494,Amira,Das,student,University of Queensland,Psychology,Bachelor,14,1,0,0,1,"English,Hindi",11,38,42,NULL,4.2
495,Léa,Chaudhary,student,University of Sydney,Data Science,PhD,3,0,1,1,1,English,20,158,10,NULL,4.9
496,Hans,Chaudhary,student,University of Western Australia,Psychology,Bachelor,9,1,1,1,0,"English,Hindi",14,199,27,NULL,4.4
497,Arjun,Siddiqui,student,University of Adelaide,Mechanical Engineering,Bachelor,14,0,0,0,0,"English,Indonesian",4,35,46,NULL,4.1
498,Zoya,Kim,student,Australian National University,Data Science,Master,5,1,1,1,1,"English,Japnese",7,18,10,NULL,4.6
499,Hamza,Ahmed,student,University of Western Australia,Mechanical Engineering,PhD,14,1,0,0,1,"English,French",7,46,47,NULL,4.3
500,Sumaiya,Chaudhary,student,University of Adelaide,Computer Science,Bachelor,6,1,1,0,0,"English,Mandarin",13,86,32,NULL,4.5
501,Jueqing,Müller,parent,University of Sydney,Psychology,Master,7,1,0,1,1,"English,Spanish",19,10,36,NULL,4.9
502,Hamza,Garcia,parent,University of Melbourne,Psychology,PhD,15,1,0,1,0,"English,Indonesian",5,6,39,NULL,3.5
503,Omar,Malik,parent,Monash University,Mechanical Engineering,Master,1,1,1,0,0,"English,Japnese",12,121,9,NULL,4.6
504,Hamza,Wei,parent,University of Queensland,Data Science,Master,9,1,1,1,0,"English,Mandarin",15,124,41,NULL,3.6
505,Mei,Park,parent,Monash University,Data Science,Master,2,1,0,0,1,"English,Indonesian",13,113,43,NULL,4.6
506,Clara,Al-Farsi,parent,University of Sydney,Psychology,PhD,1,0,0,1,1,"English,Spanish",7,143,15,NULL,4.7
507,Diego,Moreau,parent,University of Queensland,Mechanical Engineering,Bachelor,3,0,0,0,0,English,12,38,9,NULL,4.9
508,Zane,Khan,parent,Australian National University,Business Analytics,PhD,4,0,1,0,0,"English,Hindi",14,62,39,NULL,5.0
509,Mateo,Mansoor,parent,Australian National University,Psychology,PhD,2,0,1,0,1,"English,Mandarin",14,155,47,NULL,4.9
510,Kenji,Chaudhary,parent,Monash University,Psychology,Bachelor,9,0,1,0,1,"English,Mandarin",18,81,6,NULL,3.6
511,Mathis,Hernandez,parent,University of Queensland,Psychology,PhD,12,0,0,1,1,"English,French",3,11,1,NULL,4.8
512,Suresh,Wong,parent,University of Adelaide,Computer Science,PhD,1,0,0,1,0,English,9,59,46,NULL,3.5
513,Julien,Garcia,parent,University of Queensland,Finance,Bachelor,7,0,1,1,0,"English,Spanish",13,159,44,NULL,4.2
514,Saanvi,Ahmed,parent,University of Western Australia,Artificial Intelligence,PhD,2,1,1,0,0,"English,Japnese",2,132,32,NULL,4.1
515,Omar,Kim,parent,University of Western Australia,Data Science,Bachelor,11,0,0,1,0,"English,Hindi",17,77,37,NULL,4.9
516,Amira,Chen,parent,University of Adelaide,Data Science,PhD,14,1,0,0,0,"English,Spanish",17,191,7,NULL,3.7
517,Elena,Wei,parent,University of Melbourne,Artificial Intelligence,PhD,5,0,1,0,1,"English,Japnese",12,32,40,NULL,4.9
518,Sana,Al-Farsi,parent,UNSW,Finance,Bachelor,1,0,1,0,0,"English,Japnese",1,159,33,NULL,4.6
519,Hiroshi,Hossain,parent,Australian National University,Data Science,Bachelor,10,1,0,1,0,"English,French",15,142,41,NULL,3.6
520,Julien,Kim,parent,University of Melbourne,Computer Science,PhD,9,0,0,0,1,"English,French",9,28,18,NULL,3.7
521,Hiroshi,Bakare,parent,University of Queensland,Psychology,Bachelor,3,1,0,0,0,"English,Hindi",8,0,23,NULL,4.3
522,Léa,Dubois,parent,Australian National University,Business Analytics,PhD,11,1,0,0,1,"English,Mandarin",17,169,17,NULL,5.0
523,Sofia,Siddiqui,parent,Australian National University,Business Analytics,PhD,14,1,0,0,1,"English,Japnese",3,141,7,NULL,3.7
524,Hans,Kim,parent,Monash University,Artificial Intelligence,Master,3,0,1,1,0,"English,Spanish",4,141,27,NULL,4.8
525,Mathis,Müller,parent,University of Sydney,Artificial Intelligence,Bachelor,2,1,1,1,0,English,1,151,1,NULL,4.8
526,Bilal,Siddiqui,parent,Australian National University,Business Analytics,Master,6,1,0,1,1,"English,Japnese",4,108,8,NULL,3.6
527,Abrar,Kumar,parent,University of Sydney,Psychology,Master,10,1,0,0,1,"English,Indonesian",16,29,45,NULL,4.5
528,Zaid,Müller,parent,University of Melbourne,Data Science,Bachelor,3,1,0,0,1,"English,French",18,193,30,NULL,4.8
529,Saanvi,Kim,parent,University of Western Australia,Mechanical Engineering,Bachelor,7,0,0,1,1,"English,Mandarin",6,186,34,NULL,3.8
530,Kavya,Lefebvre,parent,UNSW,Psychology,Bachelor,9,1,1,1,1,"English,Japnese",17,108,35,NULL,4.9
531,Tanvir,Rossi,parent,University of Sydney,Business Analytics,Bachelor,15,1,1,0,1,"English,French",5,179,35,NULL,3.5
532,Lucas,Park,parent,University of Western Australia,Psychology,Bachelor,9,0,0,1,0,"English,Spanish",10,99,37,NULL,4.6
533,Sofia,Al-Farsi,parent,Australian National University,Artificial Intelligence,PhD,4,0,0,1,1,"English,Mandarin",7,101,29,NULL,3.7
534,Léa,Iqbal,parent,University of Sydney,Mechanical Engineering,Bachelor,6,1,0,0,0,"English,Indonesian",15,16,18,NULL,4.5
535,Li,Sato,parent,University of Queensland,Business Analytics,Bachelor,1,1,0,0,0,"English,Spanish",2,18,11,NULL,4.8
536,Jueqing,Siddiqui,parent,University of Melbourne,Mechanical Engineering,Bachelor,15,1,0,1,0,"English,Japnese",4,80,42,NULL,4.1
537,Clara,Siddiqui,parent,University of Sydney,Finance,PhD,1,0,1,0,1,"English,Hindi",15,29,4,NULL,4.2
538,Mei,Iqbal,parent,Australian National University,Computer Science,PhD,9,1,1,1,0,English,18,44,7,NULL,3.7
539,Abrar,Chatterjee,parent,University of Adelaide,Artificial Intelligence,PhD,7,0,1,0,0,"English,Spanish",2,45,3,NULL,3.7
540,Ji-won,Nguyen,parent,UNSW,Computer Science,Bachelor,10,1,0,0,0,"English,Hindi",1,94,36,NULL,3.7
541,Kenji,Chatterjee,parent,Australian National University,Computer Science,Master,1,0,1,1,0,"English,Japnese",18,174,36,NULL,3.6
542,Omar,Iyer,parent,University of Sydney,Finance,PhD,12,0,1,1,1,"English,Japnese",7,49,37,NULL,4.5
543,Hans,Tanaka,parent,University of Western Australia,Computer Science,Master,6,1,1,1,1,"English,Indonesian",9,15,11,NULL,4.4
544,Bilal,Park,parent,University of Queensland,Artificial Intelligence,PhD,7,0,0,0,0,"English,French",18,13,28,NULL,4.2
545,Diego,Olsen,parent,UNSW,Psychology,PhD,6,0,0,1,1,"English,French",13,195,6,NULL,4.1
546,Amara,Olsen,parent,University of Western Australia,Artificial Intelligence,Master,9,0,1,0,1,"English,Indonesian",20,17,29,NULL,4.6
547,Zoya,Wong,parent,University of Western Australia,Psychology,PhD,4,0,0,1,0,"English,Japnese",20,196,11,NULL,4.8
548,Amira,Patil,parent,University of Adelaide,Mechanical Engineering,Bachelor,2,1,0,1,1,English,1,157,14,NULL,3.7
549,Fatima,Nguyen,parent,University of Adelaide,Mechanical Engineering,PhD,11,1,0,0,0,"English,French",7,194,42,NULL,4.3
550,Hiroshi,Kim,parent,UNSW,Computer Science,Master,9,1,0,0,1,English,4,59,16,NULL,4.4
551,Zaid,Olsen,parent,Australian National University,Data Science,Bachelor,10,0,0,1,1,"English,Spanish",7,115,32,NULL,4.9
552,Chloé,Rossi,parent,Monash University,Computer Science,PhD,7,0,0,1,0,"English,Hindi",17,33,34,NULL,4.4
553,Kavya,Lefebvre,parent,UNSW,Finance,PhD,3,1,0,1,1,"English,Japnese",4,168,45,NULL,4.2
554,Jueqing,Siddiqui,parent,UNSW,Psychology,Bachelor,15,1,1,1,0,"English,Mandarin",20,185,1,NULL,4.6
555,Nina,Gomez,parent,UNSW,Business Analytics,Bachelor,15,0,1,1,1,"English,Indonesian",15,73,30,NULL,3.7
556,Clara,Tanaka,parent,Australian National University,Data Science,Bachelor,10,0,1,0,0,"English,Indonesian",3,188,32,NULL,4.5
557,Mathis,Chatterjee,parent,University of Adelaide,Computer Science,Bachelor,2,1,1,1,1,"English,Japnese",18,177,7,NULL,4.3
558,Bilal,Khan,parent,University of Adelaide,Computer Science,Bachelor,2,1,1,0,1,English,15,159,14,NULL,4.4
559,Hiroshi,Das,parent,University of Adelaide,Computer Science,PhD,2,1,0,0,0,"English,Japnese",19,119,20,NULL,4.6
560,Aisha,Wei,parent,University of Adelaide,Data Science,Bachelor,2,1,0,0,0,"English,Japnese",2,158,12,NULL,4.4
561,Li,Iqbal,parent,Monash University,Artificial Intelligence,Bachelor,12,0,1,0,1,"English,French",1,42,31,NULL,4.9
562,Amara,Hossain,parent,UNSW,Psychology,Master,2,0,1,1,0,"English,Indonesian",20,117,10,NULL,3.6
563,Zane,Hossain,parent,UNSW,Mechanical Engineering,PhD,5,0,0,1,0,English,3,60,32,NULL,4.8
564,Fatima,Sato,parent,University of Queensland,Computer Science,PhD,9,0,0,0,1,English,15,183,48,NULL,4.2
565,Ji-won,Rahman,parent,University of Adelaide,Computer Science,Master,13,1,1,0,1,"English,Japnese",17,153,24,NULL,4.0
566,Chloé,Tanaka,parent,University of Sydney,Business Analytics,Bachelor,9,1,0,1,1,"English,Spanish",2,17,11,NULL,4.2
567,Sofia,Tanaka,parent,University of Western Australia,Business Analytics,Bachelor,15,1,1,1,1,"English,Spanish",14,196,16,NULL,4.3
568,Zoya,Das,parent,University of Western Australia,Business Analytics,PhD,15,1,0,0,1,"English,Hindi",2,92,23,NULL,4.8
569,Mathis,Silva,parent,Monash University,Business Analytics,PhD,10,0,0,1,0,"English,French",3,78,13,NULL,3.8
570,Nina,Sharma,parent,University of Adelaide,Finance,PhD,1,1,0,1,1,"English,Indonesian",9,95,22,NULL,4.2
571,Zoya,Park,parent,University of Adelaide,Finance,Bachelor,12,1,1,0,1,"English,Mandarin",6,113,10,NULL,3.7
572,Aisha,Chen,parent,University of Adelaide,Psychology,PhD,6,1,1,0,0,"English,Hindi",16,170,23,NULL,4.6
573,Fatima,Al-Farsi,parent,Monash University,Computer Science,Master,2,0,1,1,0,"English,French",3,12,47,NULL,3.6
574,Li,Smirnov,parent,University of Sydney,Computer Science,Master,1,0,0,0,1,"English,Indonesian",17,73,7,NULL,3.9
575,Saanvi,Ahmed,parent,Monash University,Computer Science,Master,9,0,1,0,1,"English,Hindi",18,73,13,NULL,3.6
576,Ananya,Das,parent,UNSW,Finance,Master,3,1,1,1,1,"English,Mandarin",15,199,38,NULL,3.9
577,Lucas,Hossain,parent,Monash University,Psychology,Bachelor,2,0,0,0,1,"English,Mandarin",14,15,35,NULL,4.9
578,Hans,Moreau,parent,University of Western Australia,Mechanical Engineering,Bachelor,2,0,1,1,1,"English,French",8,119,22,NULL,4.4
579,Sana,Dubois,parent,Australian National University,Finance,PhD,4,1,0,0,1,"English,Indonesian",2,104,40,NULL,4.3
580,Sarvesh,Hernandez,parent,University of Adelaide,Computer Science,Master,11,1,0,1,0,"English,Mandarin",9,16,22,NULL,3.9
581,Amara,Dubois,parent,UNSW,Business Analytics,PhD,5,0,1,0,1,"English,Spanish",4,100,12,NULL,4.2
582,Suresh,Dubois,parent,University of Queensland,Data Science,Master,12,1,1,1,1,"English,Hindi",8,98,43,NULL,4.7
583,Saanvi,Khan,parent,Australian National University,Artificial Intelligence,Bachelor,14,0,0,1,1,"English,Japnese",10,98,17,NULL,5.0
584,Zane,Suzuki,parent,University of Melbourne,Data Science,PhD,3,1,1,1,1,"English,Mandarin",16,194,42,NULL,3.7
585,Jueqing,Hossain,parent,University of Melbourne,Computer Science,Master,5,0,1,0,1,"English,Hindi",9,38,2,NULL,3.6
586,Ishaan,Al-Farsi,parent,Monash University,Psychology,Master,9,0,1,0,1,"English,Japnese",18,71,19,NULL,4.6
587,Li,Dubois,parent,UNSW,Data Science,PhD,13,1,1,0,1,"English,Mandarin",5,84,35,NULL,4.2
588,Yuki,Sharma,parent,Monash University,Psychology,Bachelor,3,1,0,1,0,"English,Mandarin",5,148,22,NULL,3.7
589,Aisha,Das,parent,University of Adelaide,Data Science,PhD,5,0,0,0,0,"English,Indonesian",8,6,33,NULL,4.4
590,Mateo,Iqbal,parent,UNSW,Finance,PhD,4,0,0,1,1,"English,Japnese",18,25,48,NULL,4.2
591,Tanvir,Lefebvre,parent,University of Western Australia,Finance,PhD,8,0,1,1,0,"English,Indonesian",12,20,23,NULL,3.9
592,Arjun,Bakare,parent,University of Melbourne,Finance,PhD,4,1,1,0,0,"English,Japnese",11,121,1,NULL,4.8
593,Ananya,Silva,parent,Australian National University,Business Analytics,Bachelor,4,1,0,1,1,"English,Japnese",19,146,2,NULL,4.0
594,Sofia,Suzuki,parent,University of Queensland,Computer Science,Master,9,1,1,1,1,"English,Mandarin",2,165,3,NULL,4.3
595,Rohan,Al-Farsi,parent,University of Queensland,Psychology,Master,5,0,0,0,0,"English,Japnese",1,89,38,NULL,4.0
596,Hans,Sharma,parent,University of Queensland,Data Science,PhD,2,0,0,1,1,"English,Hindi",17,25,17,NULL,4.8
597,Yuki,Ahmed,parent,Monash University,Data Science,Bachelor,10,0,0,0,0,"English,French",13,67,10,NULL,5.0
598,Amara,Smirnov,parent,University of Melbourne,Computer Science,Master,5,0,0,0,1,"English,Hindi",5,70,28,NULL,3.6
599,Sana,Kumar,parent,University of Western Australia,Psychology,PhD,7,1,0,0,0,"English,Japnese",9,46,18,NULL,4.3
600,Ishaan,Müller,parent,University of Melbourne,Finance,PhD,10,1,0,0,1,"English,Hindi",19,126,9,NULL,4.8
601,Trang,Bakare,parent,Monash University,Finance,Bachelor,2,1,1,0,1,"English,Mandarin",20,134,4,NULL,3.7
602,Mei,Mansoor,parent,University of Queensland,Finance,Master,3,0,0,1,1,English,19,16,20,NULL,4.7
603,Ananya,Müller,parent,University of Western Australia,Computer Science,Master,15,1,0,1,0,"English,Indonesian",10,103,24,NULL,3.9
604,Priya,Hernandez,parent,Australian National University,Psychology,Bachelor,8,1,1,0,0,"English,French",5,154,6,NULL,4.8
605,Fatima,Iyer,parent,UNSW,Data Science,Master,11,0,0,0,0,"English,Mandarin",7,95,3,NULL,3.5
606,Bilal,Garcia,parent,Monash University,Business Analytics,PhD,12,1,1,1,1,"English,Indonesian",20,21,41,NULL,4.7
607,Zaid,Tanaka,parent,University of Queensland,Finance,PhD,8,0,1,1,1,"English,Hindi",5,105,6,NULL,4.8
608,Elena,Bakare,parent,UNSW,Computer Science,Bachelor,6,0,0,0,0,"English,Indonesian",4,159,6,NULL,4.8
609,Sofia,Lefebvre,parent,University of Sydney,Business Analytics,Master,14,1,1,0,1,"English,Mandarin",12,62,45,NULL,4.0
610,Amara,Chatterjee,parent,University of Adelaide,Artificial Intelligence,PhD,8,1,1,0,0,"English,Indonesian",6,150,41,NULL,3.9
611,Mateo,Moreau,parent,Australian National University,Finance,Master,9,1,0,1,0,"English,Mandarin",4,145,20,NULL,3.6
612,Ananya,Wei,parent,University of Melbourne,Computer Science,Bachelor,5,1,1,1,1,"English,Indonesian",16,122,4,NULL,4.4
613,Hamza,Iyer,parent,Australian National University,Mechanical Engineering,Bachelor,9,0,0,1,0,"English,Mandarin",6,160,2,NULL,4.2
614,Arjun,Gomez,parent,UNSW,Business Analytics,Bachelor,2,0,0,1,0,English,20,94,18,NULL,4.3
615,Amara,Hernandez,parent,Australian National University,Finance,Bachelor,4,1,0,1,1,"English,French",8,115,14,NULL,4.5
616,Arjun,Siddiqui,parent,UNSW,Psychology,PhD,7,0,1,1,0,English,12,85,1,NULL,4.6
617,Omar,Ahmed,parent,University of Queensland,Data Science,PhD,3,0,0,1,1,"English,Mandarin",14,147,7,NULL,4.1
618,Ananya,Kim,parent,University of Adelaide,Computer Science,Bachelor,1,0,1,1,1,"English,Japnese",3,68,37,NULL,3.6
619,Sumaiya,Siddiqui,parent,Monash University,Psychology,Master,5,1,0,0,1,"English,Mandarin",3,40,6,NULL,3.8
620,Omar,Bakare,parent,University of Sydney,Business Analytics,Bachelor,15,1,1,1,0,"English,Mandarin",16,101,18,NULL,3.7
621,Sumaiya,Haddad,parent,University of Melbourne,Data Science,Bachelor,4,1,0,1,1,"English,French",9,31,38,NULL,3.7
622,Hiroshi,Park,parent,University of Queensland,Artificial Intelligence,Bachelor,5,1,1,1,0,"English,Japnese",7,55,27,NULL,3.8
623,Sofia,Kumar,parent,University of Melbourne,Business Analytics,PhD,5,0,1,1,0,"English,Japnese",16,110,35,NULL,4.5
624,Zaid,Mansoor,parent,University of Adelaide,Psychology,PhD,4,0,1,0,1,"English,Spanish",19,29,30,NULL,3.9
625,Sofia,Kim,parent,University of Western Australia,Data Science,Bachelor,10,0,0,0,1,"English,Hindi",8,183,15,NULL,4.9
626,Li,Wei,parent,University of Sydney,Finance,Master,5,0,0,0,0,"English,Japnese",14,25,14,NULL,3.6
627,Léa,Lefebvre,parent,Monash University,Mechanical Engineering,Master,6,0,1,1,1,"English,Indonesian",9,120,14,NULL,4.5
628,Omar,Sato,parent,University of Adelaide,Psychology,Master,7,1,0,1,1,"English,Spanish",2,55,46,NULL,4.7
629,Tanvir,Dubois,parent,University of Queensland,Finance,Master,10,1,1,1,1,"English,Mandarin",6,199,45,NULL,3.8
630,Jueqing,Al-Farsi,parent,University of Melbourne,Mechanical Engineering,PhD,13,1,0,1,0,"English,Japnese",19,143,34,NULL,4.3
631,Omar,Patil,parent,Monash University,Mechanical Engineering,PhD,9,1,1,0,1,"English,Japnese",6,52,3,NULL,4.2
632,Ishaan,Kim,parent,University of Western Australia,Data Science,Master,3,0,0,0,1,"English,Hindi",4,49,15,NULL,4.3
633,Elena,Haddad,parent,Australian National University,Computer Science,Bachelor,3,1,0,0,1,"English,French",4,104,47,NULL,4.1
634,Mateo,Al-Farsi,parent,Australian National University,Finance,Bachelor,7,1,1,0,1,"English,French",10,193,32,NULL,4.9
635,Mathis,Dubois,parent,University of Melbourne,Computer Science,Bachelor,4,0,0,0,0,"English,Japnese",15,138,3,NULL,4.2
636,Clara,Gomez,parent,UNSW,Artificial Intelligence,PhD,9,1,1,1,1,"English,Hindi",20,145,25,NULL,4.0
637,Chloé,Garcia,parent,University of Queensland,Data Science,PhD,4,1,0,1,1,"English,Japnese",13,106,21,NULL,4.0
638,Saanvi,Haddad,parent,University of Western Australia,Mechanical Engineering,PhD,5,0,0,1,0,"English,Indonesian",4,76,4,NULL,3.7
639,Sana,Chatterjee,parent,UNSW,Data Science,Master,6,0,1,1,0,English,17,161,48,NULL,5.0
640,Amira,Lefebvre,parent,University of Sydney,Computer Science,PhD,12,0,1,1,0,"English,French",17,28,3,NULL,4.4
641,Arjun,Garcia,parent,University of Adelaide,Artificial Intelligence,Bachelor,13,0,1,1,0,English,15,81,9,NULL,4.3
642,Sarvesh,Kumar,parent,UNSW,Data Science,Bachelor,9,0,1,0,1,"English,Indonesian",19,81,44,NULL,4.3
643,Li,Kumar,parent,University of Melbourne,Business Analytics,Master,6,1,1,0,1,English,14,36,7,NULL,3.6
644,Kenji,Bakare,parent,Monash University,Psychology,PhD,3,0,1,1,1,English,18,22,21,NULL,4.6
645,Amira,Rahman,parent,University of Melbourne,Finance,PhD,12,1,0,1,1,"English,Indonesian",9,149,46,NULL,4.7
646,Ji-won,Siddiqui,parent,University of Adelaide,Mechanical Engineering,PhD,2,1,0,0,1,English,8,16,38,NULL,3.8
647,Sarvesh,Dubois,parent,University of Western Australia,Finance,Bachelor,12,1,0,0,0,"English,Indonesian",17,51,45,NULL,4.3
648,Omar,Haddad,parent,UNSW,Computer Science,Master,14,1,0,1,1,"English,Hindi",12,147,1,NULL,4.2
649,Sarvesh,Suzuki,parent,Monash University,Data Science,Bachelor,4,0,1,1,1,English,3,15,23,NULL,3.6
650,Aisha,Sharma,parent,University of Melbourne,Mechanical Engineering,PhD,6,0,0,1,1,"English,Indonesian",14,95,39,NULL,3.6
651,Arjun,Moreau,parent,University of Melbourne,Mechanical Engineering,PhD,1,1,1,1,0,"English,Mandarin",3,132,6,NULL,3.7
652,Fatima,Park,parent,University of Adelaide,Finance,Master,4,0,1,0,0,"English,Japnese",5,92,8,NULL,4.2
653,Léa,Park,parent,Monash University,Computer Science,Bachelor,12,1,0,0,1,"English,French",15,16,33,NULL,5.0
654,Kavya,Smirnov,parent,Australian National University,Psychology,Master,11,0,1,0,0,"English,French",12,133,42,NULL,3.8
